Método;Entrada;Tempo;Execução;TipoOrdenacao;N
HEAPSORT;a1500000;0.408649;3;Aleatorio;1500000
MERGESORT;a200;1.6729e-05;3;Aleatorio;200
QUICKSORT;a200;1.1783e-05;3;Aleatorio;200
HEAPSORT;a200;1.7339e-05;3;Aleatorio;200
MERGESORT;a2000;0.000190698;3;Aleatorio;2000
QUICKSORT;a2000;0.00014187;3;Aleatorio;2000
HEAPSORT;a2000;0.000291697;3;Aleatorio;2000
MERGESORT;a200000;0.0250888;3;Aleatorio;200000
QUICKSORT;a200000;0.013143;3;Aleatorio;200000
HEAPSORT;a200000;0.0470325;3;Aleatorio;200000
MERGESORT;a2000000;0.263606;3;Aleatorio;2000000
QUICKSORT;a2000000;0.141468;3;Aleatorio;2000000
HEAPSORT;a2000000;0.554503;3;Aleatorio;2000000
MERGESORT;a30000;0.003379;3;Aleatorio;30000
QUICKSORT;a30000;0.0018389;3;Aleatorio;30000
HEAPSORT;a30000;0.00602442;3;Aleatorio;30000
MERGESORT;a500;4.4674e-05;3;Aleatorio;500
QUICKSORT;a500;3.0365e-05;3;Aleatorio;500
HEAPSORT;a500;5.5606e-05;3;Aleatorio;500
MERGESORT;a5000;0.000500868;3;Aleatorio;5000
QUICKSORT;a5000;0.000360074;3;Aleatorio;5000
HEAPSORT;a5000;0.000826723;3;Aleatorio;5000
MERGESORT;a50000;0.00584091;3;Aleatorio;50000
QUICKSORT;a50000;0.0032609;3;Aleatorio;50000
HEAPSORT;a50000;0.0101388;3;Aleatorio;50000
MERGESORT;a500000;0.0632709;3;Aleatorio;500000
QUICKSORT;a500000;0.0351776;3;Aleatorio;500000
HEAPSORT;a500000;0.127937;3;Aleatorio;500000
MERGESORT;a7500;0.000769252;3;Aleatorio;7500
QUICKSORT;a7500;0.000550167;3;Aleatorio;7500
HEAPSORT;a7500;0.00125325;3;Aleatorio;7500
MERGESORT;a75000;0.00909702;3;Aleatorio;75000
QUICKSORT;a75000;0.0058796;3;Aleatorio;75000
HEAPSORT;a75000;0.0160918;3;Aleatorio;75000
MERGESORT;a750000;0.095805;3;Aleatorio;750000
QUICKSORT;a750000;0.0515222;3;Aleatorio;750000
HEAPSORT;a750000;0.193865;3;Aleatorio;750000
MERGESORT;a100;8.717e-06;4;Aleatorio;100
QUICKSORT;a100;5.395e-06;4;Aleatorio;100
HEAPSORT;a100;8.668e-06;4;Aleatorio;100
MERGESORT;a1000;8.8906e-05;4;Aleatorio;1000
QUICKSORT;a1000;6.6039e-05;4;Aleatorio;1000
HEAPSORT;a1000;0.000127772;4;Aleatorio;1000
MERGESORT;a10000;0.00122468;4;Aleatorio;10000
QUICKSORT;a10000;0.000644305;4;Aleatorio;10000
HEAPSORT;a10000;0.00168214;4;Aleatorio;10000
MERGESORT;a100000;0.0122063;4;Aleatorio;100000
QUICKSORT;a100000;0.00669145;4;Aleatorio;100000
HEAPSORT;a100000;-2.82357;4;Aleatorio;100000
MERGESORT;a1000000;0.128408;4;Aleatorio;1000000
QUICKSORT;a1000000;0.0652674;4;Aleatorio;1000000
HEAPSORT;a1000000;0.262963;4;Aleatorio;1000000
MERGESORT;a1250000;0.164134;4;Aleatorio;1250000
QUICKSORT;a1250000;0.0845804;4;Aleatorio;1250000
HEAPSORT;a1250000;0.33247;4;Aleatorio;1250000
MERGESORT;a15000;0.00166284;4;Aleatorio;15000
QUICKSORT;a15000;0.00100478;4;Aleatorio;15000
HEAPSORT;a15000;0.00280435;4;Aleatorio;15000
MERGESORT;a1500000;0.194785;4;Aleatorio;1500000
QUICKSORT;a1500000;0.0992327;4;Aleatorio;1500000
HEAPSORT;a1500000;0.400016;4;Aleatorio;1500000
