Método;Entrada;Tempo;Execução
MERGESORT;po500;2.9809e-05;3
QUICKSORT;po500;1.1898e-05;3
HEAPSORT;po500;5.3039e-05;3
MERGESORT;po5000;0.000272759;3
QUICKSORT;po5000;0.000115704;3
HEAPSORT;po5000;0.000704533;3
MERGESORT;po50000;0.00285182;3
QUICKSORT;po50000;0.00112927;3
HEAPSORT;po50000;0.00878302;3
MERGESORT;po500000;0.0368861;3
QUICKSORT;po500000;0.00905702;3
HEAPSORT;po500000;0.0901919;3
MERGESORT;po7500;0.000406156;3
QUICKSORT;po7500;0.000185215;3
HEAPSORT;po7500;0.00108605;3
MERGESORT;po75000;0.00443835;3
QUICKSORT;po75000;0.00164779;3
HEAPSORT;po75000;0.0134854;3
MERGESORT;po750000;0.051408;3
QUICKSORT;po750000;0.0150436;3
HEAPSORT;po750000;0.13872;3
MERGESORT;a100;8.717e-06;4
QUICKSORT;a100;5.395e-06;4
HEAPSORT;a100;8.668e-06;4
MERGESORT;a1000;8.8906e-05;4
QUICKSORT;a1000;6.6039e-05;4
HEAPSORT;a1000;0.000127772;4
MERGESORT;a10000;0.00122468;4
QUICKSORT;a10000;0.000644305;4
HEAPSORT;a10000;0.00168214;4
MERGESORT;a100000;0.0122063;4
QUICKSORT;a100000;0.00669145;4
HEAPSORT;a100000;-2.82357;4
MERGESORT;a1000000;0.128408;4
QUICKSORT;a1000000;0.0652674;4
HEAPSORT;a1000000;0.262963;4
MERGESORT;a1250000;0.164134;4
QUICKSORT;a1250000;0.0845804;4
HEAPSORT;a1250000;0.33247;4
MERGESORT;a15000;0.00166284;4
QUICKSORT;a15000;0.00100478;4
HEAPSORT;a15000;0.00280435;4
MERGESORT;a1500000;0.194785;4
QUICKSORT;a1500000;0.0992327;4
HEAPSORT;a1500000;0.400016;4
MERGESORT;a200;1.6963e-05;4
QUICKSORT;a200;1.0742e-05;4
HEAPSORT;a200;1.9436e-05;4
MERGESORT;a2000;0.000189275;4
QUICKSORT;a2000;0.00014073;4
HEAPSORT;a2000;0.000291923;4
MERGESORT;a200000;0.0251685;4
QUICKSORT;a200000;0.0135442;4
HEAPSORT;a200000;0.0454087;4
MERGESORT;a2000000;0.263231;4
QUICKSORT;a2000000;0.141332;4
HEAPSORT;a2000000;0.546174;4
MERGESORT;a30000;0.0035201;4
QUICKSORT;a30000;0.00232419;4
HEAPSORT;a30000;0.00581646;4
MERGESORT;a500;4.6558e-05;4
QUICKSORT;a500;2.8944e-05;4
HEAPSORT;a500;5.6006e-05;4
MERGESORT;a5000;0.000505145;4
QUICKSORT;a5000;0.000368236;4
HEAPSORT;a5000;0.000822831;4
MERGESORT;a50000;0.00589486;4
QUICKSORT;a50000;0.00348072;4
HEAPSORT;a50000;0.0104593;4
MERGESORT;a500000;0.0634472;4
QUICKSORT;a500000;0.0356843;4
HEAPSORT;a500000;0.125768;4
MERGESORT;a7500;0.0008072;4
QUICKSORT;a7500;0.000531075;4
HEAPSORT;a7500;0.00136931;4
MERGESORT;a75000;0.00979231;4
QUICKSORT;a75000;0.00615594;4
HEAPSORT;a75000;0.0164155;4
MERGESORT;a750000;0.0965823;4
QUICKSORT;a750000;0.0552212;4
HEAPSORT;a750000;0.195538;4
MERGESORT;d100;5.557e-06;4
QUICKSORT;d100;1.826e-06;4
HEAPSORT;d100;6.51e-06;4
MERGESORT;d1000;5.1173e-05;4
QUICKSORT;d1000;1.6461e-05;4
HEAPSORT;d1000;0.000108476;4
MERGESORT;d10000;0.000616854;4
QUICKSORT;d10000;0.000218998;4
HEAPSORT;d10000;0.00146443;4
MERGESORT;d100000;0.00623063;4
QUICKSORT;d100000;0.00207644;4
HEAPSORT;d100000;0.0175883;4
MERGESORT;d1000000;0.0684248;4
QUICKSORT;d1000000;0.0197801;4
HEAPSORT;d1000000;0.200039;4
MERGESORT;d1250000;0.0874238;4
QUICKSORT;d1250000;0.0262529;4
HEAPSORT;d1250000;0.251167;4
MERGESORT;d15000;0.000933903;4
QUICKSORT;d15000;0.000371205;4
HEAPSORT;d15000;0.0021657;4
MERGESORT;d1500000;0.102352;4
QUICKSORT;d1500000;0.0297773;4
HEAPSORT;d1500000;0.303996;4
MERGESORT;d200;1.001e-05;4
QUICKSORT;d200;3.413e-06;4
HEAPSORT;d200;1.6674e-05;4
MERGESORT;d2000;0.000106802;4
QUICKSORT;d2000;3.3459e-05;4
HEAPSORT;d2000;0.000246398;4
MERGESORT;d200000;0.0133078;4
QUICKSORT;d200000;0.00451257;4
HEAPSORT;d200000;0.0361505;4
MERGESORT;d2000000;0.138886;4
QUICKSORT;d2000000;0.0411663;4
HEAPSORT;d2000000;0.402039;4
MERGESORT;d30000;0.00182251;4
QUICKSORT;d30000;0.00074338;4
HEAPSORT;d30000;0.00470808;4
MERGESORT;d500;2.9133e-05;4
QUICKSORT;d500;7.984e-06;4
HEAPSORT;d500;4.5835e-05;4
MERGESORT;d5000;0.000349361;4
QUICKSORT;d5000;0.000102904;4
HEAPSORT;d5000;0.000675131;4
MERGESORT;d50000;0.00308865;4
QUICKSORT;d50000;0.00111284;4
HEAPSORT;d50000;0.00810675;4
MERGESORT;d500000;0.0331961;4
QUICKSORT;d500000;0.00992369;4
HEAPSORT;d500000;0.0956529;4
MERGESORT;d7500;0.000449026;4
QUICKSORT;d7500;0.000216744;4
HEAPSORT;d7500;0.00100785;4
MERGESORT;d75000;0.00464581;4
QUICKSORT;d75000;0.00162535;4
HEAPSORT;d75000;0.0124648;4
MERGESORT;d750000;0.0559196;4
QUICKSORT;d750000;0.0159242;4
HEAPSORT;d750000;0.146338;4
MERGESORT;o100;1.0622e-05;4
QUICKSORT;o100;1.965e-06;4
HEAPSORT;o100;8.097e-06;4
MERGESORT;o1000;4.9212e-05;4
QUICKSORT;o1000;1.6777e-05;4
HEAPSORT;o1000;0.000114685;4
MERGESORT;o10000;0.000549716;4
QUICKSORT;o10000;0.000245056;4
HEAPSORT;o10000;0.00157132;4
MERGESORT;o100000;0.00728291;4
QUICKSORT;o100000;0.00180811;4
HEAPSORT;o100000;0.0177592;4
MERGESORT;o1000000;0.0677225;4
QUICKSORT;o1000000;0.0186819;4
HEAPSORT;o1000000;0.185692;4
MERGESORT;o1250000;0.0852267;4
QUICKSORT;o1250000;0.0229308;4
HEAPSORT;o1250000;0.235404;4
MERGESORT;o15000;0.000833406;4
QUICKSORT;o15000;0.000372324;4
HEAPSORT;o15000;0.00235047;4
MERGESORT;o1500000;0.104205;4
QUICKSORT;o1500000;0.0304061;4
HEAPSORT;o1500000;0.28085;4
MERGESORT;o200;9.903e-06;4
QUICKSORT;o200;3.296e-06;4
HEAPSORT;o200;1.7621e-05;4
MERGESORT;o2000;9.8215e-05;4
QUICKSORT;o2000;3.6795e-05;4
HEAPSORT;o2000;0.000253398;4
MERGESORT;o200000;0.012878;4
QUICKSORT;o200000;0.00448126;4
HEAPSORT;o200000;0.0352041;4
MERGESORT;o2000000;0.139667;4
QUICKSORT;o2000000;0.0374063;4
HEAPSORT;o2000000;0.382843;4
MERGESORT;o30000;0.00168724;4
QUICKSORT;o30000;0.000669511;4
HEAPSORT;o30000;0.0053678;4
MERGESORT;o500;2.4016e-05;4
QUICKSORT;o500;7.865e-06;4
HEAPSORT;o500;5.1252e-05;4
MERGESORT;o5000;0.00024804;4
QUICKSORT;o5000;0.000108138;4
HEAPSORT;o5000;0.000705885;4
MERGESORT;o50000;0.00276488;4
QUICKSORT;o50000;0.00109135;4
HEAPSORT;o50000;0.00861625;4
MERGESORT;o500000;0.0326739;4
QUICKSORT;o500000;0.0103491;4
HEAPSORT;o500000;0.0897566;4
MERGESORT;o7500;0.000387968;4
QUICKSORT;o7500;0.000153872;4
HEAPSORT;o7500;0.00117862;4
MERGESORT;o75000;0.00444827;4
QUICKSORT;o75000;0.00155981;4
HEAPSORT;o75000;0.0131226;4
MERGESORT;o750000;0.0497533;4
QUICKSORT;o750000;0.0147818;4
HEAPSORT;o750000;0.135183;4
MERGESORT;po100;7.868e-06;4
QUICKSORT;po100;4.044e-06;4
HEAPSORT;po100;7.486e-06;4
MERGESORT;po1000;5.6391e-05;4
QUICKSORT;po1000;2.1611e-05;4
HEAPSORT;po1000;0.000115076;4
MERGESORT;po10000;0.000524777;4
QUICKSORT;po10000;0.000248971;4
HEAPSORT;po10000;0.00150831;4
MERGESORT;po100000;0.00623147;4
QUICKSORT;po100000;0.00146928;4
HEAPSORT;po100000;0.0177281;4
MERGESORT;po1000000;0.0680826;4
QUICKSORT;po1000000;0.0192361;4
HEAPSORT;po1000000;0.18295;4
MERGESORT;po1250000;0.0845729;4
QUICKSORT;po1250000;0.0258009;4
HEAPSORT;po1250000;0.231234;4
MERGESORT;po15000;0.000786164;4
QUICKSORT;po15000;0.000310037;4
HEAPSORT;po15000;0.00232375;4
MERGESORT;po1500000;0.102409;4
QUICKSORT;po1500000;0.0298529;4
HEAPSORT;po1500000;0.276283;4
MERGESORT;po200;1.3653e-05;4
QUICKSORT;po200;5.131e-06;4
HEAPSORT;po200;1.7755e-05;4
MERGESORT;po2000;0.000101319;4
QUICKSORT;po2000;4.4779e-05;4
HEAPSORT;po2000;0.000255818;4
MERGESORT;po200000;0.0132765;4
QUICKSORT;po200000;0.00417311;4
HEAPSORT;po200000;0.0352587;4
MERGESORT;po2000000;0.136882;4
QUICKSORT;po2000000;0.0375382;4
HEAPSORT;po2000000;0.373312;4
MERGESORT;po30000;0.00175402;4
QUICKSORT;po30000;0.000623858;4
HEAPSORT;po30000;0.00505775;4
MERGESORT;po500;2.7906e-05;4
QUICKSORT;po500;1.3172e-05;4
HEAPSORT;po500;5.4693e-05;4
MERGESORT;po5000;0.00026041;4
QUICKSORT;po5000;0.000119498;4
HEAPSORT;po5000;0.000709035;4
MERGESORT;po50000;0.00282848;4
QUICKSORT;po50000;0.00108268;4
HEAPSORT;po50000;0.00849234;4
MERGESORT;po500000;0.0330397;4
QUICKSORT;po500000;0.0101833;4
HEAPSORT;po500000;0.0949317;4
MERGESORT;po7500;0.000391315;4
QUICKSORT;po7500;0.000193307;4
HEAPSORT;po7500;0.0011179;4
MERGESORT;po75000;0.00429915;4
QUICKSORT;po75000;0.00112351;4
HEAPSORT;po75000;0.0122705;4
MERGESORT;po750000;0.0494469;4
QUICKSORT;po750000;0.0160335;4
HEAPSORT;po750000;0.134423;4
MERGESORT;a100;8.504e-06;5
QUICKSORT;a100;5.291e-06;5
HEAPSORT;a100;7.796e-06;5
MERGESORT;a1000;9.0119e-05;5
QUICKSORT;a1000;5.8454e-05;5
HEAPSORT;a1000;0.000127436;5
MERGESORT;a10000;0.00104035;5
QUICKSORT;a10000;0.000687829;5
HEAPSORT;a10000;0.00176376;5
MERGESORT;a100000;0.0121716;5
QUICKSORT;a100000;0.00709854;5
HEAPSORT;a100000;0.0218463;5
MERGESORT;a1000000;0.129241;5
QUICKSORT;a1000000;0.0675628;5
HEAPSORT;a1000000;0.261367;5
MERGESORT;a1250000;0.162541;5
QUICKSORT;a1250000;0.0837377;5
HEAPSORT;a1250000;0.326483;5
MERGESORT;a15000;0.00160919;5
QUICKSORT;a15000;0.00103782;5
HEAPSORT;a15000;0.00260709;5
MERGESORT;a1500000;0.193186;5
QUICKSORT;a1500000;0.104883;5
HEAPSORT;a1500000;0.401921;5
MERGESORT;a200;1.6861e-05;5
QUICKSORT;a200;1.1412e-05;5
HEAPSORT;a200;1.9435e-05;5
MERGESORT;a2000;0.000183693;5
QUICKSORT;a2000;0.000142094;5
HEAPSORT;a2000;0.00029699;5
MERGESORT;a200000;0.0248796;5
QUICKSORT;a200000;0.014347;5
HEAPSORT;a200000;0.0467021;5
MERGESORT;a2000000;0.263015;5
QUICKSORT;a2000000;0.136428;5
HEAPSORT;a2000000;0.536082;5
MERGESORT;a30000;0.00337724;5
QUICKSORT;a30000;0.00236522;5
HEAPSORT;a30000;0.00590527;5
MERGESORT;a500;7.001e-05;5
QUICKSORT;a500;2.9568e-05;5
HEAPSORT;a500;5.4566e-05;5
MERGESORT;a5000;0.000530197;5
QUICKSORT;a5000;0.000354814;5
HEAPSORT;a5000;0.000820293;5
MERGESORT;a50000;0.00644871;5
QUICKSORT;a50000;0.00359868;5
HEAPSORT;a50000;0.0111904;5
MERGESORT;a500000;0.063052;5
QUICKSORT;a500000;0.0345879;5
HEAPSORT;a500000;0.125331;5
MERGESORT;a7500;0.000772116;5
QUICKSORT;a7500;0.000598827;5
HEAPSORT;a7500;0.00125102;5
MERGESORT;a75000;0.00897103;5
QUICKSORT;a75000;0.00547783;5
HEAPSORT;a75000;0.016502;5
MERGESORT;a750000;0.09527;5
QUICKSORT;a750000;0.0541915;5
HEAPSORT;a750000;0.196805;5
MERGESORT;d100;5.621e-06;5
QUICKSORT;d100;1.921e-06;5
HEAPSORT;d100;6.831e-06;5
MERGESORT;d1000;4.8898e-05;5
QUICKSORT;d1000;1.6842e-05;5
HEAPSORT;d1000;0.000106698;5
MERGESORT;d10000;0.000607616;5
QUICKSORT;d10000;0.000230627;5
HEAPSORT;d10000;0.00139056;5
MERGESORT;d100000;0.00633072;5
QUICKSORT;d100000;0.00182929;5
HEAPSORT;d100000;0.0174148;5
MERGESORT;d1000000;0.0665616;5
QUICKSORT;d1000000;0.0199211;5
HEAPSORT;d1000000;0.200668;5
MERGESORT;d1250000;0.0915905;5
QUICKSORT;d1250000;0.0256333;5
HEAPSORT;d1250000;0.25463;5
MERGESORT;d15000;0.000914718;5
QUICKSORT;d15000;0.000363647;5
HEAPSORT;d15000;0.00217781;5
MERGESORT;d1500000;0.103285;5
QUICKSORT;d1500000;0.0286666;5
HEAPSORT;d1500000;0.303247;5
MERGESORT;d200;1.0913e-05;5
QUICKSORT;d200;2.758e-06;5
HEAPSORT;d200;1.6104e-05;5
MERGESORT;d2000;0.00010504;5
QUICKSORT;d2000;3.9565e-05;5
HEAPSORT;d2000;0.000243349;5
MERGESORT;d200000;0.0135556;5
QUICKSORT;d200000;0.00396391;5
HEAPSORT;d200000;0.0383758;5
MERGESORT;d2000000;0.138168;5
QUICKSORT;d2000000;0.042439;5
HEAPSORT;d2000000;0.408838;5
MERGESORT;d30000;0.00183328;5
QUICKSORT;d30000;0.000523789;5
HEAPSORT;d30000;0.00475311;5
MERGESORT;d500;2.3961e-05;5
QUICKSORT;d500;8.381e-06;5
HEAPSORT;d500;4.8355e-05;5
MERGESORT;d5000;0.000293906;5
QUICKSORT;d5000;0.000104449;5
HEAPSORT;d5000;0.000693034;5
MERGESORT;d50000;0.00308936;5
QUICKSORT;d50000;0.00102613;5
HEAPSORT;d50000;0.00814413;5
MERGESORT;d500000;0.0332445;5
QUICKSORT;d500000;0.0107603;5
HEAPSORT;d500000;0.0956089;5
MERGESORT;d7500;0.000457645;5
QUICKSORT;d7500;0.000145236;5
HEAPSORT;d7500;0.00122419;5
MERGESORT;d75000;0.00466748;5
QUICKSORT;d75000;0.00159151;5
HEAPSORT;d75000;0.0130347;5
MERGESORT;d750000;0.0542367;5
QUICKSORT;d750000;0.0153057;5
HEAPSORT;d750000;0.145871;5
MERGESORT;o100;5.681e-06;5
QUICKSORT;o100;2.136e-06;5
HEAPSORT;o100;8.2e-06;5
MERGESORT;o1000;4.6699e-05;5
QUICKSORT;o1000;1.6967e-05;5
HEAPSORT;o1000;0.000113484;5
MERGESORT;o10000;0.000558938;5
QUICKSORT;o10000;0.00024074;5
HEAPSORT;o10000;0.0015649;5
MERGESORT;o100000;0.0062263;5
QUICKSORT;o100000;0.00213461;5
HEAPSORT;o100000;0.0177561;5
MERGESORT;o1000000;0.0673275;5
QUICKSORT;o1000000;0.018743;5
HEAPSORT;o1000000;0.190708;5
MERGESORT;o1250000;0.0861695;5
QUICKSORT;o1250000;0.0241276;5
HEAPSORT;o1250000;0.236617;5
MERGESORT;o15000;0.000875668;5
QUICKSORT;o15000;0.000373201;5
HEAPSORT;o15000;0.00231694;5
MERGESORT;o1500000;0.104058;5
QUICKSORT;o1500000;0.0293274;5
HEAPSORT;o1500000;0.282509;5
MERGESORT;o200;9.998e-06;5
QUICKSORT;o200;3.017e-06;5
HEAPSORT;o200;1.7406e-05;5
MERGESORT;o2000;9.5907e-05;5
QUICKSORT;o2000;3.5533e-05;5
HEAPSORT;o2000;0.000253738;5
MERGESORT;o200000;0.0128446;5
QUICKSORT;o200000;0.00385704;5
HEAPSORT;o200000;0.0356315;5
MERGESORT;o2000000;0.139255;5
QUICKSORT;o2000000;0.0371387;5
HEAPSORT;o2000000;0.380687;5
MERGESORT;o30000;0.00163892;5
QUICKSORT;o30000;0.000712799;5
HEAPSORT;o30000;0.00481129;5
MERGESORT;o500;2.407e-05;5
QUICKSORT;o500;8.324e-06;5
HEAPSORT;o500;5.1946e-05;5
MERGESORT;o5000;0.000273794;5
QUICKSORT;o5000;0.000112205;5
HEAPSORT;o5000;0.000698786;5
MERGESORT;o50000;0.00288096;5
QUICKSORT;o50000;0.0011159;5
HEAPSORT;o50000;0.00866246;5
MERGESORT;o500000;0.0329296;5
QUICKSORT;o500000;0.0097779;5
HEAPSORT;o500000;0.0884535;5
MERGESORT;o7500;0.000396669;5
QUICKSORT;o7500;0.000176718;5
HEAPSORT;o7500;0.00111791;5
MERGESORT;o75000;0.00479176;5
QUICKSORT;o75000;0.00167641;5
HEAPSORT;o75000;0.0135371;5
MERGESORT;o750000;0.0503762;5
QUICKSORT;o750000;0.0144893;5
HEAPSORT;o750000;0.138344;5
MERGESORT;po100;7.861e-06;5
QUICKSORT;po100;3.852e-06;5
HEAPSORT;po100;8.128e-06;5
MERGESORT;po1000;5.5622e-05;5
QUICKSORT;po1000;2.095e-05;5
HEAPSORT;po1000;0.00011618;5
MERGESORT;po10000;0.000549991;5
QUICKSORT;po10000;0.00025071;5
HEAPSORT;po10000;0.00148813;5
MERGESORT;po100000;0.00590342;5
QUICKSORT;po100000;0.0021288;5
HEAPSORT;po100000;0.0182282;5
MERGESORT;po1000000;0.0663802;5
QUICKSORT;po1000000;0.0207693;5
HEAPSORT;po1000000;0.183074;5
MERGESORT;po1250000;0.0852077;5
QUICKSORT;po1250000;0.0227737;5
HEAPSORT;po1250000;0.235287;5
MERGESORT;po15000;0.00089664;5
QUICKSORT;po15000;0.000390079;5
HEAPSORT;po15000;0.0023106;5
MERGESORT;po1500000;0.102553;5
QUICKSORT;po1500000;0.0298327;5
HEAPSORT;po1500000;0.282071;5
MERGESORT;po200;1.7025e-05;5
QUICKSORT;po200;5.33e-06;5
HEAPSORT;po200;1.8112e-05;5
MERGESORT;po2000;0.000101335;5
QUICKSORT;po2000;4.1252e-05;5
HEAPSORT;po2000;0.00025672;5
MERGESORT;po200000;0.0130949;5
QUICKSORT;po200000;0.00382888;5
HEAPSORT;po200000;0.035906;5
MERGESORT;po2000000;0.138322;5
QUICKSORT;po2000000;0.0391686;5
HEAPSORT;po2000000;0.378637;5
MERGESORT;po30000;0.00170204;5
QUICKSORT;po30000;0.000722362;5
HEAPSORT;po30000;0.00500865;5
MERGESORT;po500;2.865e-05;5
QUICKSORT;po500;1.2322e-05;5
HEAPSORT;po500;5.3244e-05;5
MERGESORT;po5000;0.000273456;5
QUICKSORT;po5000;0.000110152;5
HEAPSORT;po5000;0.000715263;5
MERGESORT;po50000;0.00307849;5
QUICKSORT;po50000;0.00117014;5
HEAPSORT;po50000;0.00839694;5
MERGESORT;po500000;0.0323754;5
QUICKSORT;po500000;0.00997549;5
HEAPSORT;po500000;0.0900952;5
MERGESORT;po7500;0.000439874;5
QUICKSORT;po7500;0.000192019;5
HEAPSORT;po7500;0.0010931;5
MERGESORT;po75000;0.0049925;5
QUICKSORT;po75000;0.00160809;5
HEAPSORT;po75000;0.0126078;5
MERGESORT;po750000;0.0513026;5
QUICKSORT;po750000;0.0161466;5
HEAPSORT;po750000;0.136407;5
MERGESORT;a100;8.434e-06;6
QUICKSORT;a100;5.132e-06;6
HEAPSORT;a100;7.975e-06;6
MERGESORT;a1000;9.3808e-05;6
QUICKSORT;a1000;6.5812e-05;6
HEAPSORT;a1000;0.00012655;6
MERGESORT;a10000;0.00115378;6
QUICKSORT;a10000;0.000797775;6
HEAPSORT;a10000;0.00175519;6
MERGESORT;a100000;0.0125497;6
QUICKSORT;a100000;0.00696027;6
HEAPSORT;a100000;0.022896;6
MERGESORT;a1000000;0.133077;6
QUICKSORT;a1000000;0.0697476;6
HEAPSORT;a1000000;0.264399;6
MERGESORT;a1250000;0.163958;6
QUICKSORT;a1250000;0.0878234;6
HEAPSORT;a1250000;0.369998;6
MERGESORT;a15000;0.00163091;6
QUICKSORT;a15000;0.00109647;6
HEAPSORT;a15000;0.00269568;6
MERGESORT;a1500000;0.20136;6
QUICKSORT;a1500000;0.105718;6
HEAPSORT;a1500000;0.399671;6
MERGESORT;a200;1.7057e-05;6
QUICKSORT;a200;1.1384e-05;6
HEAPSORT;a200;1.8968e-05;6
MERGESORT;a2000;0.000196575;6
QUICKSORT;a2000;0.000116961;6
HEAPSORT;a2000;0.000287344;6
MERGESORT;a200000;0.0249364;6
QUICKSORT;a200000;0.0144074;6
HEAPSORT;a200000;0.0477405;6
MERGESORT;a2000000;0.262955;6
QUICKSORT;a2000000;0.139705;6
HEAPSORT;a2000000;0.555053;6
MERGESORT;a30000;0.00336256;6
QUICKSORT;a30000;0.00224045;6
HEAPSORT;a30000;0.006236;6
MERGESORT;a500;4.3391e-05;6
QUICKSORT;a500;3.1067e-05;6
HEAPSORT;a500;5.6431e-05;6
MERGESORT;a5000;0.000510652;6
QUICKSORT;a5000;0.00037208;6
HEAPSORT;a5000;0.00080798;6
MERGESORT;a50000;0.00578194;6
QUICKSORT;a50000;0.00393143;6
HEAPSORT;a50000;0.0104513;6
MERGESORT;a500000;0.0636539;6
QUICKSORT;a500000;0.0342736;6
HEAPSORT;a500000;0.126071;6
MERGESORT;a7500;0.000780188;6
QUICKSORT;a7500;0.000530731;6
HEAPSORT;a7500;0.00128156;6
MERGESORT;a75000;0.00901366;6
QUICKSORT;a75000;0.00540159;6
HEAPSORT;a75000;0.0165983;6
MERGESORT;a750000;0.0978035;6
QUICKSORT;a750000;0.0536769;6
HEAPSORT;a750000;0.19298;6
MERGESORT;d100;6.108e-06;6
QUICKSORT;d100;1.958e-06;6
HEAPSORT;d100;6.157e-06;6
MERGESORT;d1000;4.9794e-05;6
QUICKSORT;d1000;1.5549e-05;6
HEAPSORT;d1000;9.635e-05;6
MERGESORT;d10000;0.000631949;6
QUICKSORT;d10000;0.000185197;6
HEAPSORT;d10000;0.00141368;6
MERGESORT;d100000;0.00657209;6
QUICKSORT;d100000;0.00249766;6
HEAPSORT;d100000;0.0176347;6
MERGESORT;d1000000;0.068214;6
QUICKSORT;d1000000;0.0191095;6
HEAPSORT;d1000000;0.199186;6
MERGESORT;d1250000;0.0891555;6
QUICKSORT;d1250000;0.0259612;6
HEAPSORT;d1250000;0.251032;6
MERGESORT;d15000;0.000973896;6
QUICKSORT;d15000;0.000352789;6
HEAPSORT;d15000;0.00215541;6
MERGESORT;d1500000;0.104689;6
QUICKSORT;d1500000;0.0308292;6
HEAPSORT;d1500000;0.303983;6
MERGESORT;d200;1.0026e-05;6
QUICKSORT;d200;3.323e-06;6
HEAPSORT;d200;1.6988e-05;6
MERGESORT;d2000;0.000106355;6
QUICKSORT;d2000;3.0968e-05;6
HEAPSORT;d2000;0.000238291;6
MERGESORT;d200000;0.0196354;6
QUICKSORT;d200000;0.00381896;6
HEAPSORT;d200000;0.0359454;6
MERGESORT;d2000000;0.139695;6
QUICKSORT;d2000000;0.0395158;6
HEAPSORT;d2000000;0.409048;6
MERGESORT;d30000;0.00182655;6
QUICKSORT;d30000;0.000679062;6
HEAPSORT;d30000;0.00547714;6
MERGESORT;d500;3.2742e-05;6
QUICKSORT;d500;8.268e-06;6
HEAPSORT;d500;4.7833e-05;6
MERGESORT;d5000;0.000294823;6
QUICKSORT;d5000;0.000104913;6
HEAPSORT;d5000;0.000680119;6
MERGESORT;d50000;0.00321928;6
QUICKSORT;d50000;0.000925676;6
HEAPSORT;d50000;0.00802604;6
MERGESORT;d500000;0.0345315;6
QUICKSORT;d500000;0.0107389;6
HEAPSORT;d500000;0.0960926;6
MERGESORT;d7500;0.000457105;6
QUICKSORT;d7500;0.00018845;6
HEAPSORT;d7500;0.00105824;6
MERGESORT;d75000;0.00493305;6
QUICKSORT;d75000;0.00150753;6
HEAPSORT;d75000;0.0128746;6
MERGESORT;d750000;0.0513411;6
QUICKSORT;d750000;0.0159312;6
HEAPSORT;d750000;0.14472;6
MERGESORT;o100;5.9e-06;6
QUICKSORT;o100;1.885e-06;6
HEAPSORT;o100;9.207e-06;6
MERGESORT;o1000;4.9917e-05;6
QUICKSORT;o1000;8.5196e-05;6
HEAPSORT;o1000;0.000115623;6
MERGESORT;o10000;0.00052602;6
QUICKSORT;o10000;0.000245837;6
HEAPSORT;o10000;0.00149218;6
MERGESORT;o100000;0.00596044;6
QUICKSORT;o100000;0.00206994;6
HEAPSORT;o100000;0.0177642;6
MERGESORT;o1000000;0.0667967;6
QUICKSORT;o1000000;0.0191108;6
HEAPSORT;o1000000;0.184277;6
MERGESORT;o1250000;0.085678;6
QUICKSORT;o1250000;0.0252929;6
HEAPSORT;o1250000;0.233053;6
MERGESORT;o15000;0.000763139;6
QUICKSORT;o15000;0.000387082;6
HEAPSORT;o15000;0.00238567;6
MERGESORT;o1500000;0.10525;6
QUICKSORT;o1500000;0.0299257;6
HEAPSORT;o1500000;0.280385;6
MERGESORT;o200;1.4738e-05;6
QUICKSORT;o200;3.211e-06;6
HEAPSORT;o200;1.7845e-05;6
MERGESORT;o2000;9.589e-05;6
QUICKSORT;o2000;3.9574e-05;6
HEAPSORT;o2000;0.000261023;6
MERGESORT;o200000;0.0132925;6
QUICKSORT;o200000;0.00392093;6
HEAPSORT;o200000;0.0350945;6
MERGESORT;o2000000;0.137555;6
QUICKSORT;o2000000;0.038221;6
HEAPSORT;o2000000;0.379014;6
MERGESORT;o30000;0.00161487;6
QUICKSORT;o30000;0.000721365;6
HEAPSORT;o30000;0.00503432;6
MERGESORT;o500;2.3556e-05;6
QUICKSORT;o500;8.145e-06;6
HEAPSORT;o500;5.4559e-05;6
MERGESORT;o5000;0.000253264;6
QUICKSORT;o5000;0.000115194;6
HEAPSORT;o5000;0.000722517;6
MERGESORT;o50000;0.00284763;6
QUICKSORT;o50000;0.00105909;6
HEAPSORT;o50000;0.00856954;6
MERGESORT;o500000;0.0332869;6
QUICKSORT;o500000;0.00940494;6
HEAPSORT;o500000;0.0903546;6
MERGESORT;o7500;0.000419591;6
QUICKSORT;o7500;0.000169815;6
HEAPSORT;o7500;0.00110521;6
MERGESORT;o75000;0.0046365;6
QUICKSORT;o75000;0.00186097;6
HEAPSORT;o75000;0.0127155;6
MERGESORT;o750000;0.0531623;6
QUICKSORT;o750000;0.0147925;6
HEAPSORT;o750000;0.136209;6
MERGESORT;po100;7.959e-06;6
QUICKSORT;po100;4.2e-06;6
HEAPSORT;po100;7.938e-06;6
MERGESORT;po1000;5.3016e-05;6
QUICKSORT;po1000;2.1813e-05;6
HEAPSORT;po1000;0.000116201;6
MERGESORT;po10000;0.000573852;6
QUICKSORT;po10000;0.000248389;6
HEAPSORT;po10000;0.00154178;6
MERGESORT;po100000;0.00616432;6
QUICKSORT;po100000;0.00209221;6
HEAPSORT;po100000;0.0173144;6
MERGESORT;po1000000;0.0687451;6
QUICKSORT;po1000000;0.018553;6
HEAPSORT;po1000000;0.183891;6
MERGESORT;po1250000;0.0856895;6
QUICKSORT;po1250000;0.0236874;6
HEAPSORT;po1250000;0.23205;6
MERGESORT;po15000;0.000838296;6
QUICKSORT;po15000;0.000385453;6
HEAPSORT;po15000;0.00232026;6
MERGESORT;po1500000;0.101483;6
